;Chapter Sec;Chapter ID;Chapter Type;Chapter Requirement;Function Sec;Function ID;Function Type;Function Requirement;Hazard Sec;Hazard ID;Hazard Type;Hazard Requirement;Cause Sec;Cause ID;Cause Type;Cause Requirement;Measure Sec;Measure ID;Measure Type;Measure Requirement;Measure Description
700;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.8;562595;Cause;Movements (either extrinsic or intrinsic) or image manipulations (e.g. AAA line);4.45.6.10.8.1;562596;Measure;User Manual - Mismatch of AAA Line;WARNINGCause: An annotated image with graphic overlay lines is displayed.    Following system and/or table or patient movements and/or image modifications, subsequent images may not match the overlay line displayed due to projective changes.   Â Possible Consequences:Â Incorrect interpretation of the display and resulting incorrect decision during operation!Â Remedy: The graphic overlay line is displayed until the user actively turns it off.   This is done independently of any changes (for example, movements, operating mode changes, image modifications).    The user must ensure that the displayed overlay line matches the current, underlying image (for example, display of anatomical structures via the label function and/or use of contrast agent).   
699;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.7;562593;Cause;Wrong mask image for subtraction;4.45.6.10.7.1;562594;Measure;Correct mask calculation;The FLC software triggers the start of the mask calculation phase depending on the system state (subtraction or roadmap).   
698;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.6;562591;Cause;Wrong interpretation of results after calibration;4.45.6.10.6.1;562592;Measure;Reference to Caution for 2D measurements;<XREF>562590</XREF>
697;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.5;562588;Cause;Wrong calibration display;4.45.6.10.5.2;562590;Measure;User Manual - 2D measurements;CAUTIONCause: Wrong calibration value is entered or length or angle information are not interpreted correctlyPossible Consequences: Insufficient or incorrect basis for diagnostic or therapeutic decisionsRemedy: Note that the measuring results of the functions Distance and Angle depend on various factors, e.g. the position of the calibration object.    Note that the acquired images represent two-dimensional projections of real objects.    Verify the results before diagnostic or therapeutic decisions are taken.   
701;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.9;562599;Cause;Image orientation reset due to application change;4.45.6.10.9.1;562600;Measure;User Manual - Image orientation reset;CAUTIONCause: The image orientation is reset when changing the program.   Possible consequences: Risk of an incorrect decision during surgery!Remedy: Be aware that the image orientation is reset when changing the program.    All previous settings are lost.   
695;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.4;562586;Cause;Wrong image orientation applied by imaging system;4.45.6.10.4.1;562587;Measure;Encapsulation for image flip and rotate;Encapsulation and separate software tests of image flip/rotate.   
694;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.3;562583;Cause;Image orientation mixed up;4.45.6.10.3.1;562584;Measure;User Manual - Image Orientation;CAUTIONCause: Inverted image orientation.   Possible Consequences:Â´Incorrect intervention decision!Remedy:Â It is recommended to mark the patient position using lead letters.   
689;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.8;562572;Cause;Bad image quality of single image - make single image without having done flluoro before;4.45.6.9.8.1;562573;Measure;No additional measures required;"No additional measures are required.    The operators are trained on system behavior and correct operation.    The description is included in the operator manual (""""advice to Fluoro exposure with > 2fps before acquiring a single image in order to set the exposure parameters and to achieve good image quality).   "
693;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.2;562581;Cause;Image orientation mixed up due to flipped image;4.45.6.10.2.1;562582;Measure;User Manual - Label each side;CAUTIONCause: The image orientation may be inverted, e.g.  if 2D images are displayed on external viewers.   Possible consequences: Risk of an incorrect therapeutic decision.   Remedy: The operator must apply due diligence to correctly identify the 2 D image orientation.   
692;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.1;562579;Cause;Image orientation mixed up due to image rotation;4.45.6.10.1.1;562580;Measure;User Manual - Image Orientation;CAUTIONCause: Inverted image orientation.   Possible consequences: Risk of an incorrect decision during surgery.   Remedy: Prior to releasing radiation, the user must ensure the correct patient position with respect to the X-ray beam.   
691;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.10;562576;Cause;Radiation is not switched off or switched off too late (e. g. pulses) due to HW / SW errors;4.45.6.9.10.1;562577;Measure;Reference to measures for radiation switch off;<XREF>562717</XREF> and HM_S1_hw_F5G1U1M2 (HW radiation timer), HM_S1_hw_F5G1U2M1 (watchdog), HM_S1_hw_F5G1U2M4 (mAs switch off by HW), HM_S1_sw_F5G1U3M1 (CAN monitoring) in <XREF>578770</XREF>.   
696;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.10;562578;Hazard;Wrong interventional decision;4.45.6.10.5;562588;Cause;Wrong calibration display;4.45.6.10.5.1;562589;Measure;Update calibration;After each calibration the length of the lines in the image is updated.    If no calibration has been performed, the length of the lines is displayed in pixels.   
690;4.45;562334;Chapter;Perform Clinical Procedure;4.45.6;562490;Function;Acquire Image;4.45.6.9;562553;Hazard;Unwanted radiation;4.45.6.9.9;562574;Cause;Failed subtraction / roadmap due to operator error or configuration error (licensing,...);4.45.6.9.9.1;562575;Measure;No additional measures required;No additional measures are required.    The operators are trained on system behavior and correct operation / workflow.   
946;4.46;563103;Chapter;Service System;4.46.6;563160;Function;Installation General;4.46.6.1;563161;Hazard;No hazard on system level;4.46.6.1.1;563162;Cause;None;4.46.6.1.1.1;563163;Measure;None;
953;4.46;563103;Chapter;Service System;4.46.11;563185;Function;Cables;4.46.11.1;563186;Hazard;Electric Shock;4.46.11.1.1;563187;Cause;Moving Components;4.46.11.1.1.1;563188;Measure;Reference - Cable conduit for movable cables;<XREF>562037</XREF>
952;4.46;563103;Chapter;Service System;4.46.10;563176;Function;Remote service;4.46.10.2;563180;Hazard;Remote software update;4.46.10.2.2;563183;Cause;Failed installation of  software;4.46.10.2.2.1;563184;Measure;User Manual - Remote Update Failure;CAUTIONCause: Failure installing the update package.   Possible consequences: A failed software installation means that the system is in an undefined state.   Remedy: Stop using the system and notify the UPTIME Service Center.   
951;4.46;563103;Chapter;Service System;4.46.10;563176;Function;Remote service;4.46.10.2;563180;Hazard;Remote software update;4.46.10.2.1;563181;Cause;Installing the hotfix or software update;4.46.10.2.1.1;563182;Measure;User Manual - Remote Software Update;CAUTIONCause: Software installation interferes with system functions.   Possible consequences: Interruption of patient examination and loss of patient data.   Remedy: Do not start the installation while working with patients.   
948;4.46;563103;Chapter;Service System;4.46.8;563168;Function;Service General;4.46.8.1;563169;Hazard;No hazard on system level;4.46.8.1.1;563170;Cause;None;4.46.8.1.1.1;563171;Measure;None;
949;4.46;563103;Chapter;Service System;4.46.9;563172;Function;Report unexpected event;4.46.9.1;563173;Hazard;No hazard on system level;4.46.9.1.1;563174;Cause;None;4.46.9.1.1.1;563175;Measure;None;
947;4.46;563103;Chapter;Service System;4.46.7;563164;Function;Software installation;4.46.7.1;563165;Hazard;No hazard on system level;4.46.7.1.1;563166;Cause;None;4.46.7.1.1.1;563167;Measure;None;
954;4.46;563103;Chapter;Service System;4.46.12;563189;Function;Service documentation;4.46.12.1;563190;Hazard;No hazard on system level;4.46.12.1.1;563191;Cause;None;4.46.12.1.1.1;563192;Measure;None;
950;4.46;563103;Chapter;Service System;4.46.10;563176;Function;Remote service;4.46.10.1;563177;Hazard;Malfunction of the examination routine;4.46.10.1.1;563178;Cause;Access via remote service;4.46.10.1.1.1;563179;Measure;Remote access;Only selected service functionalityÂ shall beÂ available for remote service in limited access mode.   No customer functions shall be available during remote service in full access mode.   Remote service shall be only possible when approved by the operator.   An indicationÂ shall beÂ provided to the user that remote service with full access has been enabled.   The user shall still be able to release radiation.   
955;4.46;563103;Chapter;Service System;4.46.13;563193;Function;Maintenance, service / trouble shooting;4.46.13.1;563194;Hazard;Impaired vision through laser-beam;4.46.13.1.1;563195;Cause;Service staff looking into laser-beam;4.46.13.1.1.1;563196;Measure;Reference - Usage of laser class 1;<XREF>562338</XREF>
964;4.46;563103;Chapter;Service System;4.46.15;563213;Function;3D Service functions;4.46.15.1;563214;Hazard;Wrong interventional decision or treatment;4.46.15.1.1;563215;Cause;Unprecise 3D calibration due to a badly positioned calibration phantom;4.46.15.1.1.1;563216;Measure;Correct Position of 3D-Calibration Phantom;Service DocumentationCAUTIONCause: Imprecise 3DÂ calibrationPossible consequences: Wrong interventional decision or treatmentRemedy: Make sure that the calibration phantom is positioned correctly when calibrating the 3D system.   
957;4.46;563103;Chapter;Service System;4.46.13;563193;Function;Maintenance, service / trouble shooting;4.46.13.2;563197;Hazard;Excessive temperature, fire, explosion;4.46.13.2.1;563198;Cause;Improper exchange of batteries;4.46.13.2.1.2;563200;Measure;Warning Label - Exchange Battery HICSwitch;A label shall be attached near the system batteries instructing the technician to consult the service manual before exchanging the batteries.   
958;4.46;563103;Chapter;Service System;4.46.13;563193;Function;Maintenance, service / trouble shooting;4.46.13.2;563197;Hazard;Excessive temperature, fire, explosion;4.46.13.2.2;563201;Cause;Short-circuit of batteries during exchange;4.46.13.2.2.1;563202;Measure;Safe battery cases TrolleyU;Use battery cases or housings that prevent an accidental short-circuit
959;4.46;563103;Chapter;Service System;4.46.13;563193;Function;Maintenance, service / trouble shooting;4.46.13.2;563197;Hazard;Excessive temperature, fire, explosion;4.46.13.2.2;563201;Cause;Short-circuit of batteries during exchange;4.46.13.2.2.2;563203;Measure;Safe battery cases HICSwitch;Use battery cases or housings that prevent an accidental short-circuit
960;4.46;563103;Chapter;Service System;4.46.13;563193;Function;Maintenance, service / trouble shooting;4.46.13.2;563197;Hazard;Excessive temperature, fire, explosion;4.46.13.2.2;563201;Cause;Short-circuit of batteries during exchange;4.46.13.2.2.3;563204;Measure;Service Caution - Servicing battery components;Service DocumentationÂ CAUTIONÂ Cause: Incorrect handling of battery components during service,Â for example,Â wearing metal objects such as rings, watches or bracelets, or using tools with non-insulated handles when servicing the battery components, could lead to an accidentalÂ short-circuit of the battery contacts.   Â Potential consequences: Risk of burns due to high short-circuit current and of destroying the battery component.   Â Remedy: Before servicing the battery components, remove watches, rings, bracelets and all other metal objects from the hands and arms.    Use tools with insulated handles.   
961;4.46;563103;Chapter;Service System;4.46.13;563193;Function;Maintenance, service / trouble shooting;4.46.13.3;563205;Hazard;Risk of Infection;4.46.13.3.1;563206;Cause;Opening Chassis / Trolley;4.46.13.3.1.1;563207;Measure;Service Instruction - Measures to prevent infection due to contaminated system parts - service;Warning in Service InstructionWARNINGCause: Service, disassembly or refurbishment activities on hardware parts ofÂ Cios systems which had been in clinical use and are potentially contaminated.   Possible consequences: Increased risk of infection due to residues of infectious substances such as bodily fluids or deposits of organic matter colonized with microorganismsRemedy: Consequently apply precautionary measures for handling potentially infectious material, especially:- Wear protective gloves, closed and long-sleeved protective clothing, protective shoes, and protective glasses.   - In case of severe contamination or strong infectiousness, in case the contamination may be dusting or emit droplets, apply additional measures such as face masks and disposable protective clothing, for example overalls and caps.   - After finishing the activities on contaminated hardware parts, clean and disinfect potentially contaminated body parts, especially hands and face, as well as clothing and equipment.   
